source,query,name,repo_url,market_url,demo_url,article_url,source_url,license,description,harmony_pc_evidence,open_source_evidence,risk,decision
GitCode,鸿蒙电脑 开源软件,barry-ran / QuickDesk,https://gitcode.com/barry-ran/QuickDesk,,,,https://gitcode.com/barry-ran/QuickDesk,MIT,QuickDesk 是首款 AI 原生远程桌面 —— 一款开源免费的远程桌面软件，内置 MCP (Model Context Protocol) Server，让任何 AI Agent 都能看到和操控远程电脑。,,GitCode 仓库可访问: https://gitcode.com/barry-ran/QuickDesk; GitHub 上游/导入仓库: https://github.com/barry-ran/QuickDesk.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/barry-ran/QuickDesk; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/barry-ran/QuickDesk,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 开源软件,xuyooo / HarmonyReading,https://gitcode.com/xuyooo/HarmonyReading,,,,https://gitcode.com/xuyooo/HarmonyReading,GPL-3.0,开源鸿蒙阅读软件,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/xuyooo/HarmonyReading; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/xuyooo/HarmonyReading; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/xuyooo/HarmonyReading,缺少明确 PC 运行证据,filtered: score below 40
GitCode,鸿蒙电脑 开源软件,OpenHarmony PC Developer / FtpNextClient,https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextClient,,,,https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextClient,,FtpNextClient是一款免费开源的FTP客户端软件，支持 HarmonyOS系统，主要用于客户端链接服务端进行数据传输等。,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextClient; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextClient; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextClient,License 不明确,kept
GitCode,鸿蒙电脑 开源软件,OpenHarmony PC Developer / ohos_xournal_electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_xournal_electron,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_xournal_electron,,基于 Electron 实现 Xournal 开源手写笔记绘图工具的鸿蒙平台适配，技术栈 Electron、C++、JS、OpenHarmony 相关接口。项目开源旨在分享桌面笔记绘图应用的鸿蒙适配开发实践，持续优化软件运行兼容性、稳定性，迭代适配鸿蒙系统特性，积极接纳社区 PR 与建议，共同完善项目绘图、笔记编辑与文档管理体验。,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_xournal_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_xournal_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_xournal_electron,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,鸿蒙电脑 开源软件,OpenHarmony PC Developer / ohos_freeplane_electron,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_freeplane_electron,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_freeplane_electron,,基于 Electron 实现 Freeplane 开源思维导图工具的鸿蒙平台适配，技术栈 Electron、C++、JS、OpenHarmony 相关接口。项目开源旨在分享桌面思维导图应用的鸿蒙适配开发实践，持续优化软件运行兼容性、稳定性，迭代适配鸿蒙系统特性，积极接纳社区 PR 与建议，共同完善项目思维导图编辑、节点管理与文档导出体验。,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_freeplane_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_freeplane_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_freeplane_electron,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,鸿蒙电脑 应用,Cangjie / HarmonyOS-Cangjie-Cases,https://gitcode.com/Cangjie/HarmonyOS-Cangjie-Cases,,,,https://gitcode.com/Cangjie/HarmonyOS-Cangjie-Cases,,参照HarmonyOS-Cases/Cases，呈献仓颉开发鸿蒙NEXT应用之案例精选。,,GitCode 仓库可访问: https://gitcode.com/Cangjie/HarmonyOS-Cangjie-Cases; 公开源码仓库: https://gitcode.com/Cangjie/HarmonyOS-Cangjie-Cases; GitCode 来源页面可访问: https://gitcode.com/Cangjie/HarmonyOS-Cangjie-Cases,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,Cangjie / HarmonyOS-Examples,https://gitcode.com/Cangjie/HarmonyOS-Examples,,,,https://gitcode.com/Cangjie/HarmonyOS-Examples,,本仓将收集和展示仓颉鸿蒙应用示例代码，欢迎大家投稿，在仓颉鸿蒙社区展现你的妙趣设计！,,GitCode 仓库可访问: https://gitcode.com/Cangjie/HarmonyOS-Examples; 公开源码仓库: https://gitcode.com/Cangjie/HarmonyOS-Examples; GitCode 来源页面可访问: https://gitcode.com/Cangjie/HarmonyOS-Examples,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,codelably / HCompass,https://gitcode.com/codelably/HCompass,,,,https://gitcode.com/codelably/HCompass,MIT,开箱即用的HarmonyOS应用快速开发框架,,GitCode 仓库可访问: https://gitcode.com/codelably/HCompass; GitHub 上游/导入仓库: https://github.com/codelably/HCompass.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/codelably/HCompass; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/codelably/HCompass,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,鸿蒙生态服务（深圳）有限公司 / 鸿蒙北向应用生态共建,https://gitcode.com/harmony_ecosystem_services/HarmonyOSAppDemo,,,,https://gitcode.com/harmony_ecosystem_services/HarmonyOSAppDemo,,全周期支持鸿蒙应用开发者全流程赋能，反哺生态完善。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/harmony_ecosystem_services/HarmonyOSAppDemo; 公开源码仓库: https://gitcode.com/harmony_ecosystem_services/HarmonyOSAppDemo; GitCode 来源页面可访问: https://gitcode.com/harmony_ecosystem_services/HarmonyOSAppDemo,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,鸿蒙电脑 应用,DCloud / hello-uniapp,https://gitcode.com/dcloud/hello-uniapp,,,,https://gitcode.com/dcloud/hello-uniapp,MIT,uni-app 是一个使用 Vue.js 开发所有前端应用的框架，开发者编写一套代码，可发布到iOS、Android、鸿蒙Next、Web（响应式）、以及各种小程序（微信/支付宝/百度/抖音/飞书/QQ/快手/钉钉/淘宝/京东/小红书）、快应用、鸿蒙元服务等多个平台,,GitCode 仓库可访问: https://gitcode.com/dcloud/hello-uniapp; GitHub 上游/导入仓库: https://github.com/dcloudio/hello-uniapp.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/dcloud/hello-uniapp; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/dcloud/hello-uniapp,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,tongzhanglao / harmony-utils,https://gitcode.com/tongzhanglao/harmony-utils,,,,https://gitcode.com/tongzhanglao/harmony-utils,Apache-2.0,harmony-utils 一款功能丰富且极易上手的HarmonyOS工具库，借助众多实用工具类，致力于助力开发者迅速构建鸿蒙应用。其封装的工具涵盖了APP、设备、屏幕、授权、通知、线程间通信、弹框、吐司、生物认证、用户首选项、拍照、相册、扫码、文件、日志，异常捕获、字符、字符串、数字、集合、日期、随机、base64、加密、解密、JSON等一系列的功能和操作，能够满足各种不同的开发需求。,,GitCode 仓库可访问: https://gitcode.com/tongzhanglao/harmony-utils; GitHub 上游/导入仓库: https://gitee.com/tongyuyan/harmony-utils.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/tongzhanglao/harmony-utils; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/tongzhanglao/harmony-utils,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,viarotel-org / escrcpy,https://gitcode.com/viarotel-org/escrcpy,,,,https://gitcode.com/viarotel-org/escrcpy,Apache-2.0,"优雅而强大的跨平台 Android 设备控制工具，基于 Scrcpy 的 Electron 应用,支持无线连接和多设备管理,让您的电脑成为 Android 的完美伴侣。",,GitCode 仓库可访问: https://gitcode.com/viarotel-org/escrcpy; GitHub 上游/导入仓库: https://github.com/viarotel-org/escrcpy.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/viarotel-org/escrcpy; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/viarotel-org/escrcpy,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙电脑 应用,CPF-Flutter / flutter_engine,https://gitcode.com/CPF-Flutter/flutter_engine,,,,https://gitcode.com/CPF-Flutter/flutter_engine,BSD-3-Clause,本仓库是Flutter Engine的OpenHarmony适配版本，使 Flutter 应用可在 OpenHarmony/HarmonyOS 设备上运行。涵盖渲染、输入、无障碍、VSync 等平台适配，输出 flutter.har 的 Embedding 层供应用集成。,,GitCode 仓库可访问: https://gitcode.com/CPF-Flutter/flutter_engine; GitCode License: BSD-3-Clause; 公开源码仓库: https://gitcode.com/CPF-Flutter/flutter_engine; License 线索: BSD-3-Clause; GitCode 来源页面可访问: https://gitcode.com/CPF-Flutter/flutter_engine,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC Markdown,OpenHarmony PC Developer / ohos_markdownify,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_markdownify,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_markdownify,,开源极简 Markdown 编辑器（Markdownify），把根目录 Electron 桌面应用同步进 ohos_hap/ 工程，经 Electron runtime 以 Web kernel 模式承载并打包为鸿蒙 HAP。针对鸿蒙 PC 无系统菜单栏/托盘、GPU 进程易白屏等差异，关闭 GPU 加速、由渲染进程接管 Ctrl+S/O/B 快捷键并将文件打开/保存/导出 PDF 从 remote.dialog 回退到主进程 IPC，最终在鸿蒙 PC 跑通 Markdown 实时编辑与预览主流程。,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 发现 HAP 安装包或 HAP 安装线索,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_markdownify; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_markdownify; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_markdownify,License 不明确,kept
GitCode,鸿蒙 PC Markdown,OpenHarmony PC Developer / Python_Package_For_HarmonyOS,https://gitcode.com/OpenHarmonyPCDeveloper/Python_Package_For_HarmonyOS,,,,https://gitcode.com/OpenHarmonyPCDeveloper/Python_Package_For_HarmonyOS,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/Python_Package_For_HarmonyOS; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/Python_Package_For_HarmonyOS; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/Python_Package_For_HarmonyOS,License 不明确; 构建或运行步骤不完整,filtered: score below 40
GitCode,鸿蒙 PC 笔记,qq511029414 / HarmonyOS开发笔记,https://gitcode.com/qq511029414/HarmonyOS_Study,,,,https://gitcode.com/qq511029414/HarmonyOS_Study,,同步微信公众号『HarmonyOS开发笔记』文章源码，以《开发学习笔记APP》的形式展示。,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/qq511029414/HarmonyOS_Study; 公开源码仓库: https://gitcode.com/qq511029414/HarmonyOS_Study; GitCode 来源页面可访问: https://gitcode.com/qq511029414/HarmonyOS_Study,License 不明确; 缺少明确 PC 运行证据,filtered: score below 40
GitCode,鸿蒙 PC 编辑器,GitHub推荐项目精选 / re / RevokeMsgPatcher,https://gitcode.com/GitHub_Trending/re,,,,https://gitcode.com/GitHub_Trending/re,GPL-3.0,恶搞表情：一款适用于微信/QQ/TIM的十六进制编辑器——PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也是徒劳）,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/re; GitHub 上游/导入仓库: https://github.com/huiyadanli/RevokeMsgPatcher.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/GitHub_Trending/re; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/re,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / 毕方Talon工具,https://gitcode.com/OpenHarmonyToolkitsPlaza/talon,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/talon,,本工具是一个端到端的工具，用于项目的生成IR并自动进行缺陷检测。,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/talon; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/talon; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/talon,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / OpenHarmony字节码分析工具,https://gitcode.com/OpenHarmonyToolkitsPlaza/ABCDE,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/ABCDE,Apache-2.0,支持解析方舟字节码文件中类信息、方法信息、字面量数组信息、方法进行反汇编以及解析资源索引文件等功能。,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/ABCDE; GitHub 上游/导入仓库: https://github.com/Yricky/abcde.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/ABCDE; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/ABCDE,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / 鸿蒙开发工具大赶集,https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-tools,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-tools,,本仓将收集和展示鸿蒙开发工具，欢迎大家踊跃投稿。通过pr附上您的工具介绍和使用指南，并加上工具对应的链接，通过的工具将会成功上架到我们社区。,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-tools; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-tools; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-tools,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / 鸿蒙远程真机工具,https://gitcode.com/OpenHarmonyToolkitsPlaza/HOScrcpy,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/HOScrcpy,MIT,该工具主要提供鸿蒙系统下基于视频流的投屏功能，帧率基本持平真机帧率，达到远程真机的效果。,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/HOScrcpy; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/HOScrcpy; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/HOScrcpy,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / harmony-utils,https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-utils,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-utils,Apache-2.0,harmony-utils 一款功能丰富且极易上手的HarmonyOS工具库，借助众多实用工具类，致力于助力开发者迅速构建鸿蒙应用。其封装的工具涵盖了APP、设备、屏幕、授权、通知、线程间通信、弹框、吐司、生物认证、用户首选项、拍照、相册、扫码、文件、日志，异常捕获、字符、字符串、数字、集合、日期、随机、base64、加密、解密、JSON等一系列的功能和操作，能够满足各种不同的开发需求。 https://ohpm.openharmony.cn/#/cn/detail/@pura%2Fharmony-utils,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-utils; GitHub 上游/导入仓库: https://gitee.com/tongyuyan/harmony-utils.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-utils; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/harmony-utils,缺少明确 PC 运行证据,filtered: score below 40
GitCode,鸿蒙 PC 开发工具,OpenHarmony-SIG / deveco-cli,https://gitcode.com/openharmony-sig/deveco-cli,,,,https://gitcode.com/openharmony-sig/deveco-cli,MIT,集成HarmonyOS应用开发工具集，提供知识文档和精品Skills，支持多种智能体，助力开发者使用AI辅助高效开发HarmonyOS应用。,发现鸿蒙相关构建/工程线索: DevEco,GitCode 仓库可访问: https://gitcode.com/openharmony-sig/deveco-cli; GitCode License: MIT; 公开源码仓库: https://gitcode.com/openharmony-sig/deveco-cli; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/openharmony-sig/deveco-cli,缺少明确 PC 运行证据,filtered: score below 40
GitCode,鸿蒙 PC 开发工具,鸿蒙开发工具广场 / 鸿蒙开发工具使用指导和最佳实践案例,https://gitcode.com/OpenHarmonyToolkitsPlaza/toolsPlatform,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/toolsPlatform,,,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/toolsPlatform; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/toolsPlatform; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/toolsPlatform,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC Shell,OpenHarmony PC Developer / CrossShellNext,https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext,,,,https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext,MIT,免费开源的SSH、Telnet、rlogin协议客户端，适用于鸿蒙系统，主要用于远程服务器管理,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext,构建或运行步骤不完整,kept
GitCode,鸿蒙 PC Shell,鸿蒙开发工具广场 / kmp_shell,https://gitcode.com/OpenHarmonyToolkitsPlaza/kmp_shell,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/kmp_shell,,安卓壳工程，验证 compose代码生成用,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/kmp_shell; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/kmp_shell; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/kmp_shell,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC Shell,GitHub 加速计划 / re / RetroPie-Setup,https://gitcode.com/gh_mirrors/re,,,,https://gitcode.com/gh_mirrors/re,NOASSERTION,壳脚本，用于搭建配备RetroArch模拟器和多种核心的树莓派/Odroid/个人电脑系统。,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/re; GitHub 上游/导入仓库: https://github.com/RetroPie/RetroPie-Setup.git; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/gh_mirrors/re; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/re,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 包管理器,Harmonybrew / brew,https://gitcode.com/Harmonybrew/brew,,,,https://gitcode.com/Harmonybrew/brew,BSD-2-Clause,Homebrew 包管理器客户端的鸿蒙移植版本。是 https://github.com/Homebrew/brew 这个仓库的 fork。,,GitCode 仓库可访问: https://gitcode.com/Harmonybrew/brew; GitCode License: BSD-2-Clause; 公开源码仓库: https://gitcode.com/Harmonybrew/brew; License 线索: BSD-2-Clause; GitCode 来源页面可访问: https://gitcode.com/Harmonybrew/brew,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 包管理器,jianguoxu / harmonypc-electron,https://gitcode.com/jianguoxu/harmonypc-electron,,,,https://gitcode.com/jianguoxu/harmonypc-electron,,鸿蒙PC上的教程,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/jianguoxu/harmonypc-electron; 公开源码仓库: https://gitcode.com/jianguoxu/harmonypc-electron; GitCode 来源页面可访问: https://gitcode.com/jianguoxu/harmonypc-electron,License 不明确,kept
GitCode,鸿蒙 PC 网络调试,GitHub 加速计划 / se / SerialTest,https://gitcode.com/gh_mirrors/se,,,,https://gitcode.com/gh_mirrors/se,GPL-3.0,数据收发器/实时绘图仪/快捷发送器/文件传输器，支持串口、蓝牙、网络方式在Windows/Linux/Android/macOS系统上运行 | 一款跨平台的串口/蓝牙/网络调试助手，具备数据收发、实时绘图、快捷发送及文件传输功能，适用于PC和Android设备使用。,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/se; GitHub 上游/导入仓库: https://github.com/wh201906/SerialTest.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/gh_mirrors/se; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/se,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 网络调试,鸿蒙开发工具广场 / 鸿蒙版tcpdump工具,https://gitcode.com/OpenHarmonyToolkitsPlaza/tcpdump,,,,https://gitcode.com/OpenHarmonyToolkitsPlaza/tcpdump,,鸿蒙版tcpdump工具，用于网络抓包，网络调试,,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/tcpdump; GitHub 上游/导入仓库: https://gitcode.com/Chang_Lu/tcpdump.git; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/tcpdump; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/tcpdump,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 网络调试,OpenHarmony PC Developer / ohos_joplin,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin,NOASSERTION,基于 React Native 的笔记与待办应用，经 RNOH（react-native-harmony）桥接移植，按「存储→安全→网络→WebView→集成」逐项重建原生模块（SQLite、文件、网络、选择器等），最终在鸿蒙 PC 启动并完成笔记/笔记本基本管理。,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin,构建或运行步骤不完整,kept
GitCode,鸿蒙 PC 网络调试,OpenHarmony PC Developer / ohos_LANDrop,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_LANDrop,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_LANDrop,BSD-3-Clause,开源 API 调试工具（原 Postwoman），用 selfhost-web 静态产物经 Electron 壳以 Web kernel 模式承载；针对 file:// 下 SPA 深链路由异常切换 hash 路由，最终在鸿蒙 PC 跑通 API 调试主流程（原生网络拦截等待二期桥接）。,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_LANDrop; GitCode License: BSD-3-Clause; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_LANDrop; License 线索: BSD-3-Clause; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_LANDrop,构建或运行步骤不完整,kept
GitCode,鸿蒙 PC 网络调试,OpenHarmony PC Developer / ohos_hoppscotch,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_hoppscotch,,,,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_hoppscotch,MIT,开源 API 调试工具（原 Postwoman），用 selfhost-web 静态产物经 Electron 壳以 Web kernel 模式承载；针对 file:// 下 SPA 深链路由异常切换 hash 路由，最终在鸿蒙 PC 跑通 API 调试主流程。,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_hoppscotch; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_hoppscotch; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_hoppscotch,构建或运行步骤不完整,kept
GitCode,鸿蒙 PC 网络调试,billzhangyifei / flutter-dev-tools,https://gitcode.com/billzhangyifei/flutter-dev-tools,,,,https://gitcode.com/billzhangyifei/flutter-dev-tools,MIT,flutter调试工具，提供 mac，windows，linux 桌面端，以及 flutter 端 sdk 支持鸿蒙，iOS，安卓。方便测试和开发查看 flutter 端日志，网络请求，本地存储等。,,GitCode 仓库可访问: https://gitcode.com/billzhangyifei/flutter-dev-tools; GitCode License: MIT; 公开源码仓库: https://gitcode.com/billzhangyifei/flutter-dev-tools; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/billzhangyifei/flutter-dev-tools,缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
GitCode,鸿蒙 PC 网络调试,Chang_Lu / tcpdump,https://gitcode.com/Chang_Lu/tcpdump,,,,https://gitcode.com/Chang_Lu/tcpdump,,鸿蒙版tcpdump工具，真机环境抓包，网络调试,,GitCode 仓库可访问: https://gitcode.com/Chang_Lu/tcpdump; 公开源码仓库: https://gitcode.com/Chang_Lu/tcpdump; GitCode 来源页面可访问: https://gitcode.com/Chang_Lu/tcpdump,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,filtered: missing HarmonyOS PC executable/build evidence
