source,query,url,review_note
AppGallery,"""鸿蒙电脑""",https://appgallery.huawei.com/search/%22%E9%B8%BF%E8%92%99%E7%94%B5%E8%84%91%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""鸿蒙桌面""",https://gitcode.com/search?keyword=%22%E9%B8%BF%E8%92%99%E6%A1%8C%E9%9D%A2%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""鸿蒙桌面""",https://search.bilibili.com/all?keyword=%22%E9%B8%BF%E8%92%99%E6%A1%8C%E9%9D%A2%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""鸿蒙桌面""",https://appgallery.huawei.com/search/%22%E9%B8%BF%E8%92%99%E6%A1%8C%E9%9D%A2%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""Qt for HarmonyOS""",https://gitcode.com/search?keyword=%22Qt+for+HarmonyOS%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""Qt for HarmonyOS""",https://search.bilibili.com/all?keyword=%22Qt+for+HarmonyOS%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""Qt for HarmonyOS""",https://appgallery.huawei.com/search/%22Qt+for+HarmonyOS%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""Qt for OpenHarmony""",https://gitcode.com/search?keyword=%22Qt+for+OpenHarmony%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""Qt for OpenHarmony""",https://search.bilibili.com/all?keyword=%22Qt+for+OpenHarmony%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""Qt for OpenHarmony""",https://appgallery.huawei.com/search/%22Qt+for+OpenHarmony%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""Electron for HarmonyOS""",https://gitcode.com/search?keyword=%22Electron+for+HarmonyOS%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""Electron for HarmonyOS""",https://search.bilibili.com/all?keyword=%22Electron+for+HarmonyOS%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""Electron for HarmonyOS""",https://appgallery.huawei.com/search/%22Electron+for+HarmonyOS%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,"""Electron for OpenHarmony""",https://gitcode.com/search?keyword=%22Electron+for+OpenHarmony%22,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,"""Electron for OpenHarmony""",https://search.bilibili.com/all?keyword=%22Electron+for+OpenHarmony%22,视频只能作为运行证据；必须反查源码仓库。
AppGallery,"""Electron for OpenHarmony""",https://appgallery.huawei.com/search/%22Electron+for+OpenHarmony%22,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS DevEco hvigor,https://gitcode.com/search?keyword=HarmonyOS+DevEco+hvigor,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS DevEco hvigor,https://search.bilibili.com/all?keyword=HarmonyOS+DevEco+hvigor,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS DevEco hvigor,https://appgallery.huawei.com/search/HarmonyOS+DevEco+hvigor,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony DevEco hvigor,https://gitcode.com/search?keyword=OpenHarmony+DevEco+hvigor,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony DevEco hvigor,https://search.bilibili.com/all?keyword=OpenHarmony+DevEco+hvigor,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony DevEco hvigor,https://appgallery.huawei.com/search/OpenHarmony+DevEco+hvigor,应用市场可安装不等于开源；必须反查公开源码。
GitCode,HarmonyOS ArkTS desktop,https://gitcode.com/search?keyword=HarmonyOS+ArkTS+desktop,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,HarmonyOS ArkTS desktop,https://search.bilibili.com/all?keyword=HarmonyOS+ArkTS+desktop,视频只能作为运行证据；必须反查源码仓库。
AppGallery,HarmonyOS ArkTS desktop,https://appgallery.huawei.com/search/HarmonyOS+ArkTS+desktop,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony ArkTS desktop,https://gitcode.com/search?keyword=OpenHarmony+ArkTS+desktop,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony ArkTS desktop,https://search.bilibili.com/all?keyword=OpenHarmony+ArkTS+desktop,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony ArkTS desktop,https://appgallery.huawei.com/search/OpenHarmony+ArkTS+desktop,应用市场可安装不等于开源；必须反查公开源码。
GitCode,OpenHarmony HAP PC,https://gitcode.com/search?keyword=OpenHarmony+HAP+PC,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,OpenHarmony HAP PC,https://search.bilibili.com/all?keyword=OpenHarmony+HAP+PC,视频只能作为运行证据；必须反查源码仓库。
AppGallery,OpenHarmony HAP PC,https://appgallery.huawei.com/search/OpenHarmony+HAP+PC,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos desktop,https://gitcode.com/search?keyword=ohos+desktop,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos desktop,https://search.bilibili.com/all?keyword=ohos+desktop,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos desktop,https://appgallery.huawei.com/search/ohos+desktop,应用市场可安装不等于开源；必须反查公开源码。
GitCode,ohos pc,https://gitcode.com/search?keyword=ohos+pc,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,ohos pc,https://search.bilibili.com/all?keyword=ohos+pc,视频只能作为运行证据；必须反查源码仓库。
AppGallery,ohos pc,https://appgallery.huawei.com/search/ohos+pc,应用市场可安装不等于开源；必须反查公开源码。
GitCode,oh-package.json5 HarmonyOS,https://gitcode.com/search?keyword=oh-package.json5+HarmonyOS,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,oh-package.json5 HarmonyOS,https://search.bilibili.com/all?keyword=oh-package.json5+HarmonyOS,视频只能作为运行证据；必须反查源码仓库。
AppGallery,oh-package.json5 HarmonyOS,https://appgallery.huawei.com/search/oh-package.json5+HarmonyOS,应用市场可安装不等于开源；必须反查公开源码。
GitCode,hvigorfile HarmonyOS,https://gitcode.com/search?keyword=hvigorfile+HarmonyOS,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,hvigorfile HarmonyOS,https://search.bilibili.com/all?keyword=hvigorfile+HarmonyOS,视频只能作为运行证据；必须反查源码仓库。
AppGallery,hvigorfile HarmonyOS,https://appgallery.huawei.com/search/hvigorfile+HarmonyOS,应用市场可安装不等于开源；必须反查公开源码。
GitCode,entry/src/main/ets HarmonyOS,https://gitcode.com/search?keyword=entry%2Fsrc%2Fmain%2Fets+HarmonyOS,人工确认源码、LICENSE、README、鸿蒙 PC 证据后再合并。
Bilibili,entry/src/main/ets HarmonyOS,https://search.bilibili.com/all?keyword=entry%2Fsrc%2Fmain%2Fets+HarmonyOS,视频只能作为运行证据；必须反查源码仓库。
AppGallery,entry/src/main/ets HarmonyOS,https://appgallery.huawei.com/search/entry%2Fsrc%2Fmain%2Fets+HarmonyOS,应用市场可安装不等于开源；必须反查公开源码。
