name,category,status,score,source,repo_url,market_url,demo_url,article_url,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,recommendation,last_checked
hqzing/ohos-node,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/hqzing/ohos-node,,,,MIT,Provide pre-built Node.js for OpenHarmony platform.,Shell,,"Release, 源码编译",文本明确命中鸿蒙 PC 关键词: openharmony pc,公开源码仓库: https://github.com/hqzing/ohos-node; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/hqzing/ohos-node/releases/tag/v24.2.0,可能依赖高权限或系统能力,值得关注,2026-06-26
HanversionOvO/OHcodex,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/HanversionOvO/OHcodex,,,,License 不明确,using codex-cli on your harmonyos PC via HiShell,"ArkTS, HAP, TypeScript","hvigor, ArkTS, Stage Model, npm","HAP, Release","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/HanversionOvO/OHcodex; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/HanversionOvO/OHcodex/releases/tag/v1.0.0,License 不明确; README 信息较少,值得关注,2026-06-26
q1692306918/codeWhale-like-codex,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/q1692306918/codeWhale-like-codex,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/q1692306918/codeWhale-like-codex; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
29583855/CodeWhale,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/29583855/CodeWhale,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/29583855/CodeWhale; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
airen3339/CodeWhale,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/airen3339/CodeWhale,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/airen3339/CodeWhale; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
123456yy384/DeepSeek-TUI-Enhanced,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/123456yy384/DeepSeek-TUI-Enhanced,,,,MIT,"DeepSeek TUI Community Enhanced Edition — Claude Code ecosystem compatible, Bagua-optimized, bilingual zh-Hans/EN UI","Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/123456yy384/DeepSeek-TUI-Enhanced; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
SSYCloud/DeepSeek-TUI,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/SSYCloud/DeepSeek-TUI,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/SSYCloud/DeepSeek-TUI; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
NickWilde-AI/AI-Agent-DeepSeek-TUI,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/NickWilde-AI/AI-Agent-DeepSeek-TUI,,,,MIT,,"Electron, Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/NickWilde-AI/AI-Agent-DeepSeek-TUI; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
elpelaflow/DeepSeek-TUI,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/elpelaflow/DeepSeek-TUI,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/elpelaflow/DeepSeek-TUI; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
Nietzsche-Ubermensch/CLI-TOOL,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/Nietzsche-Ubermensch/CLI-TOOL,,,,MIT,Grok's codebase,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/Nietzsche-Ubermensch/CLI-TOOL; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
marlug/horseci-deepseek-tui-probe-20260514064501,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/marlug/horseci-deepseek-tui-probe-20260514064501,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/marlug/horseci-deepseek-tui-probe-20260514064501; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
wangjuliang9-source/deepseek,终端与运行环境,confirmed,60,"GitHub repo search, GitHub code search",https://github.com/wangjuliang9-source/deepseek,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/wangjuliang9-source/deepseek; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
TheEastKoi/DeepSeek-TUI-myfork,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/TheEastKoi/DeepSeek-TUI-myfork,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/TheEastKoi/DeepSeek-TUI-myfork; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
myai12xi/atomcode,终端与运行环境,confirmed,60,"GitHub repo search, GitHub code search",https://github.com/myai12xi/atomcode,,,,MIT,,"C++, Rust, WebView","npm, cargo",源码编译,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/myai12xi/atomcode; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
SSSkevin1110/honeycode,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/SSSkevin1110/honeycode,,,,MIT,cli,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/SSSkevin1110/honeycode; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
faghi35/DeepSeek-UI,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/faghi35/DeepSeek-UI,,,,MIT,,"Rust, Go","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/faghi35/DeepSeek-UI; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
txtaryann-dev/DeepSeek-TUI,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/txtaryann-dev/DeepSeek-TUI,,,,MIT,Coding agent for DeepSeek models that runs in your terminal,"Qt, Rust, Go","Qt for HarmonyOS, npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, npm, cargo",公开源码仓库: https://github.com/txtaryann-dev/DeepSeek-TUI; LICENSE: MIT; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
Harmonybrew/ohos-coreutils,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/Harmonybrew/ohos-coreutils,,,,BSD-2-Clause,,Shell,,Release,文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,公开源码仓库: https://github.com/Harmonybrew/ohos-coreutils; LICENSE: BSD-2-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Harmonybrew/ohos-coreutils/releases/tag/9.11,可能依赖高权限或系统能力,值得关注,2026-06-26
oh-awesome/DevBox,终端与运行环境,confirmed,60,GitHub repo search,https://github.com/oh-awesome/DevBox,,,,MulanPSL-2.0,,"ArkTS, Qt, C++, HTML","hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/oh-awesome/DevBox; LICENSE: MulanPSL-2.0; README 可访问; 源码目录结构可访问,可能依赖高权限或系统能力,值得关注,2026-06-26
axcom/fpc4ohos,开发工具,confirmed,55,"GitHub repo search, GitHub code search",https://github.com/axcom/fpc4ohos,,,https://blog.csdn.net/qq8864/article/details/159958545,License 不明确,fpc for harmonyos,"ArkTS, Qt, C++, HAP, Pascal","DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake",HAP,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS, Qt for HarmonyOS, qmake, cmake; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/axcom/fpc4ohos; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
HanversionOvO/OHcode,终端与运行环境,confirmed,55,"GitHub repo search, GitHub code search",https://github.com/HanversionOvO/OHcode,,,,License 不明确,Run vscode on your HarmonyOS PC,"ArkTS, Electron, C++, Go, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, cmake, npm","HAP, Release","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/HanversionOvO/OHcode; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/HanversionOvO/OHcode/releases/tag/v1.0.0,License 不明确; 可能依赖高权限或系统能力,候选观察,2026-06-26
xxc2014/-HarmonyOS-Edge-AI-Notes-,终端与运行环境,buildable,55,GitHub repo search,https://github.com/xxc2014/-HarmonyOS-Edge-AI-Notes-,,,,MIT,基于鸿蒙 6.0 开发的笔记APP,"ArkTS, Qt, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, npm","HAP, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/xxc2014/-HarmonyOS-Edge-AI-Notes-; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
wilson-wf/clock,开发工具,confirmed,55,GitHub repo search,https://github.com/wilson-wf/clock,,,,License 不明确,鸿蒙pc的时钟挂件。鸿蒙OS clock,"ArkTS, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/wilson-wf/clock; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
Your-USTC/DailyNic_HMOS,桌面软件移植项目,buildable,55,"GitHub repo search, GitHub code search",https://github.com/Your-USTC/DailyNic_HMOS,,,,GPL-3.0,鸿蒙NEXT版你的科大,"ArkTS, Rust, WebView, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Your-USTC/DailyNic_HMOS; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Your-USTC/DailyNic_HMOS/releases/tag/2.2.0,缺少明确 PC 运行证据,候选观察,2026-06-26
cirosantilli/china-dictatorship,终端与运行环境,buildable,55,GitHub repo search,https://github.com/cirosantilli/china-dictatorship,,,,CC-BY-SA-4.0,"反中共政治宣传库。Anti Chinese government propaganda. 住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name on account, please don't star this repo, or else the police might pay you a visit. Home to the mega-FAQ, news compilation, restaurant and music recommendations.Heil Xi 卐. 大陆修宪香港恶法台湾武统朝鲜毁约美中冷战等都是王沪宁愚弄习思想极左命运共同体的大策划中共窃国这半个多世纪所犯下的滔天罪恶，前期是毛泽东策划的，中期6.4前后是邓小平策划的，黄牛数据分析后期是毛的极左追随者三朝罪恶元凶王沪宁策划的。王沪宁高小肆业因文革政治和情报需要保送","Qt, Electron, C++, Rust, Go, Flutter, WebView, HTML","qmake, npm",Release,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/cirosantilli/china-dictatorship; LICENSE: CC-BY-SA-4.0; 源码目录结构可访问; Release 页面可访问: https://github.com/cirosantilli/china-dictatorship/releases/tag/0.0.74,缺少明确 PC 运行证据; README 信息较少,候选观察,2026-06-26
Chocay/NjtechAutoLogin,终端与运行环境,buildable,55,GitHub repo search,https://github.com/Chocay/NjtechAutoLogin,,,https://blog.csdn.net/Alpherkin,MPL-2.0,南京工业大学 · 校园网认证 · 2023年2月 更新,"Qt, C++",qmake,Release,发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/Chocay/NjtechAutoLogin; LICENSE: MPL-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Chocay/NjtechAutoLogin/releases/tag/%E7%99%BD%E8%8A%B1%E4%B8%89%E5%8F%B6,缺少明确 PC 运行证据,候选观察,2026-06-26
zhubowen-bot/Harmony-WebOS,终端与运行环境,confirmed,55,GitHub repo search,https://github.com/zhubowen-bot/Harmony-WebOS,,,,License 不明确,鸿蒙电脑网页版模拟器，基于javascript和ArkTS相似性，参考OpenHarmony设计,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: 鸿蒙电脑; 发现鸿蒙相关构建/工程线索: ArkTS,公开源码仓库: https://github.com/zhubowen-bot/Harmony-WebOS; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
CodeFuckee/mobile_portainer_flutter_module,开发工具,buildable,55,GitHub repo search,https://github.com/CodeFuckee/mobile_portainer_flutter_module,,,,MIT,"A beautiful cross-platform Docker & Portainer management client. Monitor containers, images, volumes, networks, stacks — with real-time stats, GPU monitoring, WebSocket live events. Runs on Android, iOS, macOS, Web, and OpenHarmony.","ArkTS, Qt, C++, Flutter, Dart","hvigor, ArkTS, Stage Model, qmake, cmake, npm","Release, 源码编译","发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/CodeFuckee/mobile_portainer_flutter_module; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/CodeFuckee/mobile_portainer_flutter_module/releases/tag/v1.0.2,缺少明确 PC 运行证据,候选观察,2026-06-26
rust-windowing/softbuffer,开发工具,buildable,55,GitHub repo search,https://github.com/rust-windowing/softbuffer,,,,Apache-2.0,Easily write an image to a window,Rust,cargo,Release,发现鸿蒙相关构建/工程线索: cargo,公开源码仓库: https://github.com/rust-windowing/softbuffer; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/rust-windowing/softbuffer/releases/tag/v0.4.8,缺少明确 PC 运行证据,候选观察,2026-06-26
AetheriumSimulator/aetherium-lite-app,终端与运行环境,buildable,55,GitHub repo search,https://github.com/AetheriumSimulator/aetherium-lite-app,,,,MIT,"Lite version of Aetherium. Using Wine, Proton, DXVK, VKD3D, and Box 64. Suitable for HUAWEI Fans who needed a Windows environment and want an open source plan but cannot direct access to HV.","ArkTS, C++, HAP","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/AetheriumSimulator/aetherium-lite-app; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
sxzz/ast-explorer,终端与运行环境,buildable,55,GitHub repo search,https://github.com/sxzz/ast-explorer,,,,AGPL-3.0,A web tool to explore the ASTs generated by parsers.,"Qt, Rust, TypeScript","qmake, npm",Release,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/sxzz/ast-explorer; LICENSE: AGPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/sxzz/ast-explorer/releases/tag/v0.45.1,缺少明确 PC 运行证据,候选观察,2026-06-26
Chevey339/kelivo,开发工具,buildable,55,GitHub repo search,https://github.com/Chevey339/kelivo,,,,AGPL-3.0,A Flutter LLM Chat Client. Support Mobile & Desktop.,"Qt, C++, Flutter, WebView, Dart","qmake, cmake",Release,"发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/Chevey339/kelivo; LICENSE: AGPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Chevey339/kelivo/releases/tag/v1.1.17,缺少明确 PC 运行证据,候选观察,2026-06-26
JO-Beacon/JO-Kelivo,开发工具,buildable,55,GitHub repo search,https://github.com/JO-Beacon/JO-Kelivo,,,,AGPL-3.0,基于Kelivo的AI助手前端,"Qt, C++, Flutter, WebView, Dart","qmake, cmake",Release,"发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/JO-Beacon/JO-Kelivo; LICENSE: AGPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/JO-Beacon/JO-Kelivo/releases/tag/0.1.5%2B5,缺少明确 PC 运行证据,候选观察,2026-06-26
RWPteam/ConnSSH,终端与运行环境,buildable,55,GitHub repo search,https://github.com/RWPteam/ConnSSH,,,,BSD-3-Clause,A lightweight & cross-platform SSH/SFTP client built with Flutter.,"Qt, C++, Flutter, Dart","qmake, cmake","Release, 应用市场","发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/RWPteam/ConnSSH; LICENSE: BSD-3-Clause; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/RWPteam/ConnSSH/releases/tag/3.0.0,缺少明确 PC 运行证据,候选观察,2026-06-26
Tencent/ncnn,终端与运行环境,buildable,55,GitHub repo search,https://github.com/Tencent/ncnn,,,,Other,ncnn is a high-performance neural network inference framework optimized for the mobile platform,"Qt, C++","qmake, cmake","Release, 源码编译","发现鸿蒙相关构建/工程线索: qmake, cmake",公开源码仓库: https://github.com/Tencent/ncnn; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Tencent/ncnn/releases/tag/20260526,缺少明确 PC 运行证据,候选观察,2026-06-26
shizhonggang/GenePen-for-HarmonyOS,开发工具,confirmed,55,GitHub repo search,https://github.com/shizhonggang/GenePen-for-HarmonyOS,,,,License 不明确,A tool for gene/DNA/Plasmid editing on HarmonyOS PC.,"ArkTS, Qt, WebView, HTML","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/shizhonggang/GenePen-for-HarmonyOS; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
bbylw/atomcode,终端与运行环境,confirmed,55,GitHub repo search,https://github.com/bbylw/atomcode,,,,License 不明确,AtomCode 是一款住在你终端里的 AI 编码助手。用自然语言给它一个任务，它会自动阅读代码、编辑文件、执行命令、验证结果——全程自主完成。 你可以把它理解为 Claude Code / Cursor Agent 的开源替代品，完全运行在终端里，并且可以接入任何兼容 OpenAI 接口的模型。,"Rust, HTML","npm, cargo",,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现鸿蒙相关构建/工程线索: npm, cargo",公开源码仓库: https://github.com/bbylw/atomcode; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
Mow-Li/elderly,原生鸿蒙 PC 应用,confirmed,55,GitHub repo search,https://github.com/Mow-Li/elderly,,,,License 不明确,Mobile phone desktop software for the elderly,"ArkTS, TypeScript","hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Mow-Li/elderly; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
ImGoodBai/Goodchat-Harmony,原生鸿蒙 PC 应用,confirmed,55,GitHub repo search,https://github.com/ImGoodBai/Goodchat-Harmony,,,,License 不明确,GoodChat鸿蒙版，全球首款支持鸿蒙桌面（纯血版）系统的Agent应用，集成了聊天、图像生成和搜索功能，为用户提供全方位的AI服务体验。,"ArkTS, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"文本明确命中鸿蒙 PC 关键词: 鸿蒙桌面; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/ImGoodBai/Goodchat-Harmony; README 可访问; 源码目录结构可访问,License 不明确,候选观察,2026-06-26
ClearXs/Turbo,终端与运行环境,buildable,55,GitHub repo search,https://github.com/ClearXs/Turbo,,,,MIT,"Turbo是一套快速开发框架，打造适合于未来趋势企业级应用开发一站式解决方案。Turbo is a rapid development framework designed to create a one-stop solution for enterprise-level application development, tailored to future trends.","Qt, Flutter, Java","qmake, npm",Release,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/ClearXs/Turbo; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/ClearXs/Turbo/releases/tag/0.1.0,缺少明确 PC 运行证据,候选观察,2026-06-26
liys-online/qtc-for-harmonyos,终端与运行环境,buildable,55,"GitHub repo search, GitHub code search",https://github.com/liys-online/qtc-for-harmonyos,,,,GPL-3.0,Developing HarmonyOS applications in qtcreator,"ArkTS, Qt, C++, HAP","DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/liys-online/qtc-for-harmonyos; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/liys-online/qtc-for-harmonyos/releases/tag/1.0.0,缺少明确 PC 运行证据,候选观察,2026-06-26
liyan-lucky/HarmonyOS_SDK_Tools,终端与运行环境,buildable,55,GitHub repo search,https://github.com/liyan-lucky/HarmonyOS_SDK_Tools,,,,MIT,,"ArkTS, Rust, HAP, Shell","DevEco, hvigor, ArkTS","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS",公开源码仓库: https://github.com/liyan-lucky/HarmonyOS_SDK_Tools; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/liyan-lucky/HarmonyOS_SDK_Tools/releases/tag/windows_harmonyos_command_line_tool_full_6.1.1.280,缺少明确 PC 运行证据,候选观察,2026-06-26
w-PiaoPiao/FinanceNumberConverter,开发工具,buildable,55,GitHub repo search,https://github.com/w-PiaoPiao/FinanceNumberConverter,,,,MIT,阿拉伯数字 → 中文财务大写金额 · 跨平台 App (iOS + Android),"ArkTS, Qt, HAP, Kotlin","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/w-PiaoPiao/FinanceNumberConverter; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
Dey410/GardendlessLoader,终端与运行环境,buildable,55,GitHub repo search,https://github.com/Dey410/GardendlessLoader,,,,GPL-3.0,一个轻量级跨平台加载器，用于在本地导入并运行 Gardendless网页资源。下面是我的个人社交频道欢迎关注：,"ArkTS, Qt, C++, Flutter, WebView, HAP, Dart","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/Dey410/GardendlessLoader; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Dey410/GardendlessLoader/releases/tag/v0.2.0,缺少明确 PC 运行证据,候选观察,2026-06-26
MinamiJogen/HarmonyOS-EhViewer,原生鸿蒙 PC 应用,buildable,55,GitHub repo search,https://github.com/MinamiJogen/HarmonyOS-EhViewer,,,,Apache-2.0,HarmonyOS原生鸿蒙平台的非官方 E-Hentai 浏览器，ArkTS 原生开发，支持 HarmonyOS 6.1+，用于浏览插画、漫画等资源页面。完全免费，仅供学习交流，不提供 VPN 或代理服务。,"ArkTS, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/MinamiJogen/HarmonyOS-EhViewer; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/MinamiJogen/HarmonyOS-EhViewer/releases/tag/v1.0.3,缺少明确 PC 运行证据,候选观察,2026-06-26
lij768423-svg/408-for-harmony,终端与运行环境,buildable,55,GitHub repo search,https://github.com/lij768423-svg/408-for-harmony,,,,Other,鸿蒙版 408 刷题库,"ArkTS, HAP, HTML","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/lij768423-svg/408-for-harmony; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
